Nome;Nome fantasia;C.N.P.J.;Endereço;Tipo logradouro;Cidade;Estado;C.E.P.;Telefone;Número;Bairro;Celular;Data de credenciamento;E-mail;Grupo;Classificação;Especialidades;Espec. + Áreas de atuação;Natureza de Atendimento;Regime de Atendimento
ERGO MED LTDA;ERGO MED;01.326.498/0001-40;INTENDENTE CUNHA MENEZES;RUA;RIO DE JANEIRO;RJ;20720-060;(21)2592-0207;68;MEIER;;20/01/2025;administrativo.ergomed@gmail.com;Clínica;CLINICA;FISIOTERAPIA;FISIOTERAPIA;Ambulatorial;Eletivo
ERGO MED LTDA;ERGO MED;01.326.498/0001-40;INTENDENTE CUNHA MENEZES;RUA;RIO DE JANEIRO;RJ;20720-060;(21)2592-0207;68;MEIER;;20/01/2025;administrativo.ergomed@gmail.com;Clínica;CLINICA;GASTROENTEROLOGIA;GASTROENTEROLOGIA;Ambulatorial;Eletivo
ERGO MED LTDA;ERGO MED;01.326.498/0001-40;INTENDENTE CUNHA MENEZES;RUA;RIO DE JANEIRO;RJ;20720-060;(21)2592-0207;68;MEIER;;20/01/2025;administrativo.ergomed@gmail.com;Clínica;CLINICA;GERIATRIA;GERIATRIA;Ambulatorial;Eletivo
ERGO MED LTDA;ERGO MED;01.326.498/0001-40;INTENDENTE CUNHA MENEZES;RUA;RIO DE JANEIRO;RJ;20720-060;(21)2592-0207;68;MEIER;;20/01/2025;administrativo.ergomed@gmail.com;Clínica;CLINICA;NEUROLOGIA;NEUROLOGIA;Ambulatorial;Eletivo
ERGO MED LTDA;ERGO MED;01.326.498/0001-40;INTENDENTE CUNHA MENEZES;RUA;RIO DE JANEIRO;RJ;20720-060;(21)2592-0207;68;MEIER;;20/01/2025;administrativo.ergomed@gmail.com;Clínica;CLINICA;NUTRICAO;NUTRICAO;Ambulatorial;Eletivo
ERGO MED LTDA;ERGO MED;01.326.498/0001-40;INTENDENTE CUNHA MENEZES;RUA;RIO DE JANEIRO;RJ;20720-060;(21)2592-0207;68;MEIER;;20/01/2025;administrativo.ergomed@gmail.com;Clínica;CLINICA;PNEUMOLOGIA;PNEUMOLOGIA;Ambulatorial;Eletivo
ERGO MED LTDA;ERGO MED;01.326.498/0001-40;INTENDENTE CUNHA MENEZES;RUA;RIO DE JANEIRO;RJ;20720-060;(21)2592-0207;68;MEIER;;20/01/2025;administrativo.ergomed@gmail.com;Clínica;CLINICA;PNEUMOLOGIA;PNEUMOLOGIA;Ambulatorial;Eletivo
ERGO MED S S LTDA;ERGO MED;58.795.378/0001-09;BARROS CASSAL;RUA;SAO PAULO;SP;08210-180;(11)9901-06670;76;ITAQUERA;;14/05/2026;ergomedortopedia@hotmail.com;Clínica;CLINICA;ACUPUNTURA;ACUPUNTURA;Ambulatorial;Eletivo
ERGO MED S S LTDA;ERGO MED;58.795.378/0001-09;BARROS CASSAL;RUA;SAO PAULO;SP;08210-180;(11)9901-06670;76;ITAQUERA;;14/05/2026;ergomedortopedia@hotmail.com;Clínica;CLINICA;FISIOTERAPIA;FISIOTERAPIA;Ambulatorial;Eletivo
ERGO MED S S LTDA;ERGO MED;58.795.378/0001-09;BARROS CASSAL;RUA;SAO PAULO;SP;08210-180;(11)9901-06670;76;ITAQUERA;;14/05/2026;ergomedortopedia@hotmail.com;Clínica;CLINICA;ORTOPEDIA E TRAUMATOLOGIA;ORTOPEDIA E TRAUMATOLOGIA;Ambulatorial;Eletivo
ERGO MED S S LTDA;ERGO MED;58.795.378/0001-09;BARROS CASSAL;RUA;SAO PAULO;SP;08210-180;(11)9901-06670;76;ITAQUERA;;14/05/2026;ergomedortopedia@hotmail.com;Clínica;CLINICA;PEDIATRIA;PEDIATRIA;Ambulatorial;Eletivo
ERGO MED S S LTDA;ERGO MED;58.795.378/0001-09;BARROS CASSAL;RUA;SAO PAULO;SP;08210-180;(11)9901-06670;76;ITAQUERA;;14/05/2026;ergomedortopedia@hotmail.com;Clínica;CLINICA;RADIOLOGIA E DIAGNOSTICO POR IMAGEM ;RADIOLOGIA E DIAGNOSTICO POR IMAGEM ;Ambulatorial;Eletivo
ERGO MED S S LTDA;ERGO MED;58.795.378/0001-09;BARROS CASSAL;RUA;SAO PAULO;SP;08210-180;(11)9901-06670;76;ITAQUERA;;14/05/2026;ergomedortopedia@hotmail.com;Clínica;CLINICA;RADIOLOGIA E DIAGNOSTICO POR IMAGEM ;RADIOLOGIA E DIAGNOSTICO POR IMAGEM ;Ambulatorial;Eletivo
ERGOSCAN SERVICOS MEDICOS LTDA;GAVEACOR DAY CARE;12.019.958/0001-03;DA REPUBLICA;PRACA;RIO DE JANEIRO;RJ;22050-001;(21)3138-5050;42;CENTRO;;02/06/2025;gerencia@gaveacor.com;Clínica;CLINICA;CARDIOLOGIA;CARDIOLOGIA;Ambulatorial;Eletivo
ERGOSCAN SERVICOS MEDICOS LTDA;GAVEACOR DAY CARE;12.019.958/0001-03;DA REPUBLICA;PRACA;RIO DE JANEIRO;RJ;22050-001;(21)3138-5050;42;CENTRO;;02/06/2025;gerencia@gaveacor.com;Clínica;CLINICA;FISIOTERAPIA;FISIOTERAPIA;Ambulatorial;Eletivo
ERGOSCAN SERVICOS MEDICOS LTDA;GAVEACOR DAY CARE;12.019.958/0001-03;DA REPUBLICA;PRACA;RIO DE JANEIRO;RJ;22050-001;(21)3138-5050;42;CENTRO;;02/06/2025;gerencia@gaveacor.com;Clínica;CLINICA;FISIOTERAPIA;FISIOTERAPIA;Ambulatorial;Eletivo
ERGOSPORTS CLINICA DE FISIOTERAPIA E SAUDE INTEGRA;ERGOSPORTS CLINICA DE FISIOTERAPIA E SAUDE INTEGRA;07.617.195/0001-62;BLUMENAU;RUA;JOINVILLE;SC;89204-328;(47)3432-5250;1345;AMERICA;;12/05/2026;adm@ergosports.com.br;Serviço de diagnose ;CLINICA;FISIOTERAPIA;FISIOTERAPIA;Ambulatorial;Eletivo
ERGOSPORTS CLINICA DE FISIOTERAPIA E SAUDE INTEGRA;ERGOSPORTS CLINICA DE FISIOTERAPIA E SAUDE INTEGRA;07.617.195/0001-62;BLUMENAU;RUA;JOINVILLE;SC;89204-328;(47)3432-5250;1345;AMERICA;;12/05/2026;adm@ergosports.com.br;Serviço de diagnose ;CLINICA;NUTRICAO;NUTRICAO;Ambulatorial;Eletivo
ERGOSPORTS CLINICA DE FISIOTERAPIA E SAUDE INTEGRA;ERGOSPORTS CLINICA DE FISIOTERAPIA E SAUDE INTEGRA;07.617.195/0001-62;BLUMENAU;RUA;JOINVILLE;SC;89204-328;(47)3432-5250;1345;AMERICA;;12/05/2026;adm@ergosports.com.br;Serviço de diagnose ;CLINICA;PSICOLOGIA;PSICOLOGIA;Ambulatorial;Eletivo
ERGOSPORTS CLINICA DE FISIOTERAPIA E SAUDE INTEGRA;ERGOSPORTS CLINICA DE FISIOTERAPIA E SAUDE INTEGRA;07.617.195/0001-62;BLUMENAU;RUA;JOINVILLE;SC;89204-328;(47)3432-5250;1345;AMERICA;;12/05/2026;adm@ergosports.com.br;Serviço de diagnose ;CLINICA;PSICOLOGIA;PSICOLOGIA;Ambulatorial;Eletivo
ESHO EMPRESA DE SERVICOS HOSPITALARES S A;HOSPITAL SAMARITANO HIGIENOPOLIS;29.435.005/0099-32;CONSELHEIRO BROTERO;RUA;SAO PAULO;SP;01232-010;(11)3821-5300;1486;SANTA CECILIA;;01/11/2024;jmanicoba@dasa.com.br;Hospital geral;HOSPITAL;ALERGIA E IMUNOLOGIA;ALERGIA E IMUNOLOGIA - ALERGIA E IMUNOLOGIA PEDIATRICA;Ambulatorial;Eletivo
ESHO EMPRESA DE SERVICOS HOSPITALARES S A;HOSPITAL SAMARITANO HIGIENOPOLIS;29.435.005/0099-32;CONSELHEIRO BROTERO;RUA;SAO PAULO;SP;01232-010;(11)3821-5300;1486;SANTA CECILIA;;01/11/2024;jmanicoba@dasa.com.br;Hospital geral;HOSPITAL;ANESTESIOLOGIA;ANESTESIOLOGIA;Ambulatorial e Internação;Eletivo e urgente
ESHO EMPRESA DE SERVICOS HOSPITALARES S A;HOSPITAL SAMARITANO HIGIENOPOLIS;29.435.005/0099-32;CONSELHEIRO BROTERO;RUA;SAO PAULO;SP;01232-010;(11)3821-5300;1486;SANTA CECILIA;;01/11/2024;jmanicoba@dasa.com.br;Hospital geral;HOSPITAL;ANGIOLOGIA;ANGIOLOGIA;Ambulatorial e Internação;Eletivo e urgente
ESHO EMPRESA DE SERVICOS HOSPITALARES S A;HOSPITAL SAMARITANO HIGIENOPOLIS;29.435.005/0099-32;CONSELHEIRO BROTERO;RUA;SAO PAULO;SP;01232-010;(11)3821-5300;1486;SANTA CECILIA;;01/11/2024;jmanicoba@dasa.com.br;Hospital geral;HOSPITAL;CARDIOLOGIA;CARDIOLOGIA - CARDIOLOGIA PEDIATRICA;Ambulatorial e Internação;Eletivo e urgente
ESHO EMPRESA DE SERVICOS HOSPITALARES S A;HOSPITAL SAMARITANO HIGIENOPOLIS;29.435.005/0099-32;CONSELHEIRO BROTERO;RUA;SAO PAULO;SP;01232-010;(11)3821-5300;1486;SANTA CECILIA;;01/11/2024;jmanicoba@dasa.com.br;Hospital geral;HOSPITAL;CIRURGIA CARDIOVASCULAR;CIRURGIA CARDIOVASCULAR;Ambulatorial e Internação;Eletivo e urgente
ESHO EMPRESA DE SERVICOS HOSPITALARES S A;HOSPITAL SAMARITANO HIGIENOPOLIS;29.435.005/0099-32;CONSELHEIRO BROTERO;RUA;SAO PAULO;SP;01232-010;(11)3821-5300;1486;SANTA CECILIA;;01/11/2024;jmanicoba@dasa.com.br;Hospital geral;HOSPITAL;CIRURGIA DE CABEÇA E PESCOÇO;CIRURGIA DE CABEÇA E PESCOÇO;Ambulatorial e Internação;Eletivo e urgente
ESHO EMPRESA DE SERVICOS HOSPITALARES S A;HOSPITAL SAMARITANO HIGIENOPOLIS;29.435.005/0099-32;CONSELHEIRO BROTERO;RUA;SAO PAULO;SP;01232-010;(11)3821-5300;1486;SANTA CECILIA;;01/11/2024;jmanicoba@dasa.com.br;Hospital geral;HOSPITAL;CIRURGIA DO APARELHO DIGESTIVO;CIRURGIA DO APARELHO DIGESTIVO;Ambulatorial e Internação;Eletivo e urgente
ESHO EMPRESA DE SERVICOS HOSPITALARES S A;HOSPITAL SAMARITANO HIGIENOPOLIS;29.435.005/0099-32;CONSELHEIRO BROTERO;RUA;SAO PAULO;SP;01232-010;(11)3821-5300;1486;SANTA CECILIA;;01/11/2024;jmanicoba@dasa.com.br;Hospital geral;HOSPITAL;CIRURGIA GERAL;CIRURGIA GERAL - Cirurgia do Trauma;Ambulatorial e Internação;Eletivo e urgente
ESHO EMPRESA DE SERVICOS HOSPITALARES S A;HOSPITAL SAMARITANO HIGIENOPOLIS;29.435.005/0099-32;CONSELHEIRO BROTERO;RUA;SAO PAULO;SP;01232-010;(11)3821-5300;1486;SANTA CECILIA;;01/11/2024;jmanicoba@dasa.com.br;Hospital geral;HOSPITAL;CIRURGIA PEDIATRICA;CIRURGIA PEDIATRICA;Ambulatorial e Internação;Eletivo e urgente
ESHO EMPRESA DE SERVICOS HOSPITALARES S A;HOSPITAL SAMARITANO HIGIENOPOLIS;29.435.005/0099-32;CONSELHEIRO BROTERO;RUA;SAO PAULO;SP;01232-010;(11)3821-5300;1486;SANTA CECILIA;;01/11/2024;jmanicoba@dasa.com.br;Hospital geral;HOSPITAL;CIRURGIA PLASTICA;CIRURGIA PLASTICA;Ambulatorial e Internação;Eletivo e urgente
ESHO EMPRESA DE SERVICOS HOSPITALARES S A;HOSPITAL SAMARITANO HIGIENOPOLIS;29.435.005/0099-32;CONSELHEIRO BROTERO;RUA;SAO PAULO;SP;01232-010;(11)3821-5300;1486;SANTA CECILIA;;01/11/2024;jmanicoba@dasa.com.br;Hospital geral;HOSPITAL;CIRURGIA TORACICA;CIRURGIA TORACICA;Ambulatorial e Internação;Eletivo e urgente
ESHO EMPRESA DE SERVICOS HOSPITALARES S A;HOSPITAL SAMARITANO HIGIENOPOLIS;29.435.005/0099-32;CONSELHEIRO BROTERO;RUA;SAO PAULO;SP;01232-010;(11)3821-5300;1486;SANTA CECILIA;;01/11/2024;jmanicoba@dasa.com.br;Hospital geral;HOSPITAL;CIRURGIA VASCULAR;CIRURGIA VASCULAR;Ambulatorial e Internação;Eletivo e urgente
ESHO EMPRESA DE SERVICOS HOSPITALARES S A;HOSPITAL SAMARITANO HIGIENOPOLIS;29.435.005/0099-32;CONSELHEIRO BROTERO;RUA;SAO PAULO;SP;01232-010;(11)3821-5300;1486;SANTA CECILIA;;01/11/2024;jmanicoba@dasa.com.br;Hospital geral;HOSPITAL;CLINICA MEDICA;CLINICA MEDICA;Ambulatorial e Internação;Eletivo e urgente
ESHO EMPRESA DE SERVICOS HOSPITALARES S A;HOSPITAL SAMARITANO HIGIENOPOLIS;29.435.005/0099-32;CONSELHEIRO BROTERO;RUA;SAO PAULO;SP;01232-010;(11)3821-5300;1486;SANTA CECILIA;;01/11/2024;jmanicoba@dasa.com.br;Hospital geral;HOSPITAL;COLOPROCTOLOGIA;COLOPROCTOLOGIA;Ambulatorial e Internação;Eletivo e urgente
ESHO EMPRESA DE SERVICOS HOSPITALARES S A;HOSPITAL SAMARITANO HIGIENOPOLIS;29.435.005/0099-32;CONSELHEIRO BROTERO;RUA;SAO PAULO;SP;01232-010;(11)3821-5300;1486;SANTA CECILIA;;01/11/2024;jmanicoba@dasa.com.br;Hospital geral;HOSPITAL;DERMATOLOGIA;DERMATOLOGIA;Ambulatorial e Internação;Eletivo e urgente
ESHO EMPRESA DE SERVICOS HOSPITALARES S A;HOSPITAL SAMARITANO HIGIENOPOLIS;29.435.005/0099-32;CONSELHEIRO BROTERO;RUA;SAO PAULO;SP;01232-010;(11)3821-5300;1486;SANTA CECILIA;;01/11/2024;jmanicoba@dasa.com.br;Hospital geral;HOSPITAL;ENDOCRINOLOGIA E METABOLOGIA;ENDOCRINOLOGIA E METABOLOGIA - ENDOCRINOLOGIA PEDIATRICA;Ambulatorial e Internação;Eletivo e urgente
ESHO EMPRESA DE SERVICOS HOSPITALARES S A;HOSPITAL SAMARITANO HIGIENOPOLIS;29.435.005/0099-32;CONSELHEIRO BROTERO;RUA;SAO PAULO;SP;01232-010;(11)3821-5300;1486;SANTA CECILIA;;01/11/2024;jmanicoba@dasa.com.br;Hospital geral;HOSPITAL;ENDOSCOPIA ;ENDOSCOPIA  - ENDOSCOPIA DIGESTIVA;Ambulatorial e Internação;Eletivo e urgente
ESHO EMPRESA DE SERVICOS HOSPITALARES S A;HOSPITAL SAMARITANO HIGIENOPOLIS;29.435.005/0099-32;CONSELHEIRO BROTERO;RUA;SAO PAULO;SP;01232-010;(11)3821-5300;1486;SANTA CECILIA;;01/11/2024;jmanicoba@dasa.com.br;Hospital geral;HOSPITAL;FISIOTERAPIA;FISIOTERAPIA;Ambulatorial e Internação;Eletivo e urgente
ESHO EMPRESA DE SERVICOS HOSPITALARES S A;HOSPITAL SAMARITANO HIGIENOPOLIS;29.435.005/0099-32;CONSELHEIRO BROTERO;RUA;SAO PAULO;SP;01232-010;(11)3821-5300;1486;SANTA CECILIA;;01/11/2024;jmanicoba@dasa.com.br;Hospital geral;HOSPITAL;FONOAUDIOLOGIA;FONOAUDIOLOGIA;Ambulatorial e Internação;Eletivo e urgente
ESHO EMPRESA DE SERVICOS HOSPITALARES S A;HOSPITAL SAMARITANO HIGIENOPOLIS;29.435.005/0099-32;CONSELHEIRO BROTERO;RUA;SAO PAULO;SP;01232-010;(11)3821-5300;1486;SANTA CECILIA;;01/11/2024;jmanicoba@dasa.com.br;Hospital geral;HOSPITAL;GASTROENTEROLOGIA;GASTROENTEROLOGIA - GASTROENTEROLOGIA PEDIATRICA;Ambulatorial e Internação;Eletivo e urgente
ESHO EMPRESA DE SERVICOS HOSPITALARES S A;HOSPITAL SAMARITANO HIGIENOPOLIS;29.435.005/0099-32;CONSELHEIRO BROTERO;RUA;SAO PAULO;SP;01232-010;(11)3821-5300;1486;SANTA CECILIA;;01/11/2024;jmanicoba@dasa.com.br;Hospital geral;HOSPITAL;GERIATRIA;GASTROENTEROLOGIA - HEPATOLOGIA;Ambulatorial e Internação;Eletivo e urgente
ESHO EMPRESA DE SERVICOS HOSPITALARES S A;HOSPITAL SAMARITANO HIGIENOPOLIS;29.435.005/0099-32;CONSELHEIRO BROTERO;RUA;SAO PAULO;SP;01232-010;(11)3821-5300;1486;SANTA CECILIA;;01/11/2024;jmanicoba@dasa.com.br;Hospital geral;HOSPITAL;GINECOLOGIA E OBSTETRICIA;GERIATRIA;Ambulatorial e Internação;Eletivo e urgente
ESHO EMPRESA DE SERVICOS HOSPITALARES S A;HOSPITAL SAMARITANO HIGIENOPOLIS;29.435.005/0099-32;CONSELHEIRO BROTERO;RUA;SAO PAULO;SP;01232-010;(11)3821-5300;1486;SANTA CECILIA;;01/11/2024;jmanicoba@dasa.com.br;Hospital geral;HOSPITAL;HEMATOLOGIA E HEMOTERAPIA;GINECOLOGIA E OBSTETRICIA;Ambulatorial e Internação;Eletivo e urgente
ESHO EMPRESA DE SERVICOS HOSPITALARES S A;HOSPITAL SAMARITANO HIGIENOPOLIS;29.435.005/0099-32;CONSELHEIRO BROTERO;RUA;SAO PAULO;SP;01232-010;(11)3821-5300;1486;SANTA CECILIA;;01/11/2024;jmanicoba@dasa.com.br;Hospital geral;HOSPITAL;INFECTOLOGIA;HEMATOLOGIA E HEMOTERAPIA - HEMATOLOGIA E HEMOTERAPIA PEDIATRICA;Ambulatorial e Internação;Eletivo e urgente
ESHO EMPRESA DE SERVICOS HOSPITALARES S A;HOSPITAL SAMARITANO HIGIENOPOLIS;29.435.005/0099-32;CONSELHEIRO BROTERO;RUA;SAO PAULO;SP;01232-010;(11)3821-5300;1486;SANTA CECILIA;;01/11/2024;jmanicoba@dasa.com.br;Hospital geral;HOSPITAL;MASTOLOGIA;INFECTOLOGIA;Ambulatorial e Internação;Eletivo e urgente
ESHO EMPRESA DE SERVICOS HOSPITALARES S A;HOSPITAL SAMARITANO HIGIENOPOLIS;29.435.005/0099-32;CONSELHEIRO BROTERO;RUA;SAO PAULO;SP;01232-010;(11)3821-5300;1486;SANTA CECILIA;;01/11/2024;jmanicoba@dasa.com.br;Hospital geral;HOSPITAL;MEDICINA NUCLEAR;MASTOLOGIA;Ambulatorial e Internação;Eletivo e urgente
ESHO EMPRESA DE SERVICOS HOSPITALARES S A;HOSPITAL SAMARITANO HIGIENOPOLIS;29.435.005/0099-32;CONSELHEIRO BROTERO;RUA;SAO PAULO;SP;01232-010;(11)3821-5300;1486;SANTA CECILIA;;01/11/2024;jmanicoba@dasa.com.br;Hospital geral;HOSPITAL;NEFROLOGIA;MEDICINA NUCLEAR;Ambulatorial e Internação;Eletivo e urgente
ESHO EMPRESA DE SERVICOS HOSPITALARES S A;HOSPITAL SAMARITANO HIGIENOPOLIS;29.435.005/0099-32;CONSELHEIRO BROTERO;RUA;SAO PAULO;SP;01232-010;(11)3821-5300;1486;SANTA CECILIA;;01/11/2024;jmanicoba@dasa.com.br;Hospital geral;HOSPITAL;NEUROCIRURGIA;NEFROLOGIA - NEFROLOGIA PEDIATRICA;Ambulatorial e Internação;Eletivo e urgente
ESHO EMPRESA DE SERVICOS HOSPITALARES S A;HOSPITAL SAMARITANO HIGIENOPOLIS;29.435.005/0099-32;CONSELHEIRO BROTERO;RUA;SAO PAULO;SP;01232-010;(11)3821-5300;1486;SANTA CECILIA;;01/11/2024;jmanicoba@dasa.com.br;Hospital geral;HOSPITAL;NEUROLOGIA;NEUROCIRURGIA;Ambulatorial e Internação;Eletivo e urgente
ESHO EMPRESA DE SERVICOS HOSPITALARES S A;HOSPITAL SAMARITANO HIGIENOPOLIS;29.435.005/0099-32;CONSELHEIRO BROTERO;RUA;SAO PAULO;SP;01232-010;(11)3821-5300;1486;SANTA CECILIA;;01/11/2024;jmanicoba@dasa.com.br;Hospital geral;HOSPITAL;NUTRICAO;NEUROLOGIA - NEUROLOGIA PEDIATRICA;Ambulatorial e Internação;Eletivo e urgente
ESHO EMPRESA DE SERVICOS HOSPITALARES S A;HOSPITAL SAMARITANO HIGIENOPOLIS;29.435.005/0099-32;CONSELHEIRO BROTERO;RUA;SAO PAULO;SP;01232-010;(11)3821-5300;1486;SANTA CECILIA;;01/11/2024;jmanicoba@dasa.com.br;Hospital geral;HOSPITAL;NUTROLOGIA;NUTRICAO;Ambulatorial e Internação;Eletivo e urgente
ESHO EMPRESA DE SERVICOS HOSPITALARES S A;HOSPITAL SAMARITANO HIGIENOPOLIS;29.435.005/0099-32;CONSELHEIRO BROTERO;RUA;SAO PAULO;SP;01232-010;(11)3821-5300;1486;SANTA CECILIA;;01/11/2024;jmanicoba@dasa.com.br;Hospital geral;HOSPITAL;OFTALMOLOGIA;NUTROLOGIA - NUTRICAO PARENTERAL E ENTERAL;Ambulatorial e Internação;Eletivo e urgente
ESHO EMPRESA DE SERVICOS HOSPITALARES S A;HOSPITAL SAMARITANO HIGIENOPOLIS;29.435.005/0099-32;CONSELHEIRO BROTERO;RUA;SAO PAULO;SP;01232-010;(11)3821-5300;1486;SANTA CECILIA;;01/11/2024;jmanicoba@dasa.com.br;Hospital geral;HOSPITAL;ONCOLOGIA CLINICA;NUTROLOGIA - NUTROLOGIA PEDIATRICA;Ambulatorial e Internação;Eletivo e urgente
ESHO EMPRESA DE SERVICOS HOSPITALARES S A;HOSPITAL SAMARITANO HIGIENOPOLIS;29.435.005/0099-32;CONSELHEIRO BROTERO;RUA;SAO PAULO;SP;01232-010;(11)3821-5300;1486;SANTA CECILIA;;01/11/2024;jmanicoba@dasa.com.br;Hospital geral;HOSPITAL;ORTOPEDIA E TRAUMATOLOGIA;OFTALMOLOGIA;Ambulatorial e Internação;Eletivo e urgente
ESHO EMPRESA DE SERVICOS HOSPITALARES S A;HOSPITAL SAMARITANO HIGIENOPOLIS;29.435.005/0099-32;CONSELHEIRO BROTERO;RUA;SAO PAULO;SP;01232-010;(11)3821-5300;1486;SANTA CECILIA;;01/11/2024;jmanicoba@dasa.com.br;Hospital geral;HOSPITAL;OTORRINOLARINGOLOGIA;ONCOLOGIA CLINICA;Ambulatorial e Internação;Eletivo e urgente
ESHO EMPRESA DE SERVICOS HOSPITALARES S A;HOSPITAL SAMARITANO HIGIENOPOLIS;29.435.005/0099-32;CONSELHEIRO BROTERO;RUA;SAO PAULO;SP;01232-010;(11)3821-5300;1486;SANTA CECILIA;;01/11/2024;jmanicoba@dasa.com.br;Hospital geral;HOSPITAL;PATOLOGIA;ORTOPEDIA E TRAUMATOLOGIA;Ambulatorial e Internação;Eletivo e urgente
ESHO EMPRESA DE SERVICOS HOSPITALARES S A;HOSPITAL SAMARITANO HIGIENOPOLIS;29.435.005/0099-32;CONSELHEIRO BROTERO;RUA;SAO PAULO;SP;01232-010;(11)3821-5300;1486;SANTA CECILIA;;01/11/2024;jmanicoba@dasa.com.br;Hospital geral;HOSPITAL;PATOLOGIA CLINICA/MEDICINA LABORATORIAL;OTORRINOLARINGOLOGIA;Ambulatorial e Internação;Eletivo e urgente
ESHO EMPRESA DE SERVICOS HOSPITALARES S A;HOSPITAL SAMARITANO HIGIENOPOLIS;29.435.005/0099-32;CONSELHEIRO BROTERO;RUA;SAO PAULO;SP;01232-010;(11)3821-5300;1486;SANTA CECILIA;;01/11/2024;jmanicoba@dasa.com.br;Hospital geral;HOSPITAL;PEDIATRIA;PATOLOGIA;Ambulatorial e Internação;Eletivo e urgente
ESHO EMPRESA DE SERVICOS HOSPITALARES S A;HOSPITAL SAMARITANO HIGIENOPOLIS;29.435.005/0099-32;CONSELHEIRO BROTERO;RUA;SAO PAULO;SP;01232-010;(11)3821-5300;1486;SANTA CECILIA;;01/11/2024;jmanicoba@dasa.com.br;Hospital geral;HOSPITAL;PNEUMOLOGIA;PATOLOGIA CLINICA/MEDICINA LABORATORIAL;Ambulatorial e Internação;Eletivo e urgente
ESHO EMPRESA DE SERVICOS HOSPITALARES S A;HOSPITAL SAMARITANO HIGIENOPOLIS;29.435.005/0099-32;CONSELHEIRO BROTERO;RUA;SAO PAULO;SP;01232-010;(11)3821-5300;1486;SANTA CECILIA;;01/11/2024;jmanicoba@dasa.com.br;Hospital geral;HOSPITAL;PSICOLOGIA;PEDIATRIA;Ambulatorial e Internação;Eletivo e urgente
ESHO EMPRESA DE SERVICOS HOSPITALARES S A;HOSPITAL SAMARITANO HIGIENOPOLIS;29.435.005/0099-32;CONSELHEIRO BROTERO;RUA;SAO PAULO;SP;01232-010;(11)3821-5300;1486;SANTA CECILIA;;01/11/2024;jmanicoba@dasa.com.br;Hospital geral;HOSPITAL;PSIQUIATRIA;PNEUMOLOGIA - PNEUMOLOGIA PEDIATRICA;Ambulatorial e Internação;Eletivo e urgente
ESHO EMPRESA DE SERVICOS HOSPITALARES S A;HOSPITAL SAMARITANO HIGIENOPOLIS;29.435.005/0099-32;CONSELHEIRO BROTERO;RUA;SAO PAULO;SP;01232-010;(11)3821-5300;1486;SANTA CECILIA;;01/11/2024;jmanicoba@dasa.com.br;Hospital geral;HOSPITAL;RADIOLOGIA E DIAGNOSTICO POR IMAGEM ;PSICOLOGIA;Ambulatorial e Internação;Eletivo e urgente
ESHO EMPRESA DE SERVICOS HOSPITALARES S A;HOSPITAL SAMARITANO HIGIENOPOLIS;29.435.005/0099-32;CONSELHEIRO BROTERO;RUA;SAO PAULO;SP;01232-010;(11)3821-5300;1486;SANTA CECILIA;;01/11/2024;jmanicoba@dasa.com.br;Hospital geral;HOSPITAL;UROLOGIA;PSIQUIATRIA;Ambulatorial e Internação;Eletivo e urgente
ESHO EMPRESA DE SERVICOS HOSPITALARES S A;HOSPITAL SAMARITANO HIGIENOPOLIS;29.435.005/0099-32;CONSELHEIRO BROTERO;RUA;SAO PAULO;SP;01232-010;(11)3821-5300;1486;SANTA CECILIA;;01/11/2024;jmanicoba@dasa.com.br;Hospital geral;HOSPITAL;UROLOGIA;RADIOLOGIA E DIAGNOSTICO POR IMAGEM  - DENSITOMETRIA OSSEA;Ambulatorial e Internação;Eletivo e urgente
ESHO EMPRESA DE SERVICOS HOSPITALARES S A;HOSPITAL SAMARITANO HIGIENOPOLIS;29.435.005/0099-32;CONSELHEIRO BROTERO;RUA;SAO PAULO;SP;01232-010;(11)3821-5300;1486;SANTA CECILIA;;01/11/2024;jmanicoba@dasa.com.br;Hospital geral;HOSPITAL;UROLOGIA;RADIOLOGIA E DIAGNOSTICO POR IMAGEM  - NEURORRADIOLOGIA;Ambulatorial e Internação;Eletivo e urgente
ESHO EMPRESA DE SERVICOS HOSPITALARES S A;HOSPITAL SAMARITANO HIGIENOPOLIS;29.435.005/0099-32;CONSELHEIRO BROTERO;RUA;SAO PAULO;SP;01232-010;(11)3821-5300;1486;SANTA CECILIA;;01/11/2024;jmanicoba@dasa.com.br;Hospital geral;HOSPITAL;UROLOGIA;RADIOLOGIA E DIAGNOSTICO POR IMAGEM  - RADIOLOGIA INTERVENSIONISTA E ANGIORRADIOLOGIA;Ambulatorial e Internação;Eletivo e urgente
ESHO EMPRESA DE SERVICOS HOSPITALARES S A;HOSPITAL SAMARITANO HIGIENOPOLIS;29.435.005/0099-32;CONSELHEIRO BROTERO;RUA;SAO PAULO;SP;01232-010;(11)3821-5300;1486;SANTA CECILIA;;01/11/2024;jmanicoba@dasa.com.br;Hospital geral;HOSPITAL;UROLOGIA;RADIOLOGIA E DIAGNOSTICO POR IMAGEM  - RESSONANCIA MAGNETICA;Ambulatorial e Internação;Eletivo e urgente
